Age,Experience,Skill,RushFactor,WorkStart,WorkDuration,WorkEnd,HomeLat,HomeLng,WorkLat,WorkLng,PreviousAccidents,Accidents
30,8,1.301,1.235,10,9,19,59.9306,30.3031,59.9057,30.4801,2,0
21,2,0.661,2.207,11,8,19,60.0128,30.4308,59.9349,30.2509,3,0
19,1,0.451,3.142,8,10,18,59.8639,30.4624,59.9366,30.2321,2,0
22,2,0.834,2.110,12,9,21,59.8966,30.4824,59.9669,30.3126,3,0
45,24,1.310,0.916,9,9,18,59.8535,30.1825,60.0351,30.3755,4,1
32,10,1.116,0.859,8,9,17,59.8627,30.4600,60.0054,30.3871,2,0
49,30,1.406,0.496,7,7,14,59.8534,30.2549,59.9672,30.2812,2,0
38,14,1.718,1.062,11,6,17,59.8362,30.2553,60.0228,30.3170,4,1
71,35,1.719,1.239,9,12,21,59.8486,30.3211,59.9842,30.2683,9,0
34,10,1.011,1.348,8,10,18,59.9142,30.2997,60.0770,30.3359,4,2
24,3,0.893,1.460,8,11,19,59.8391,30.3101,60.0256,30.2722,3,0
90,47,1.304,0.754,10,10,20,60.0096,30.2048,59.9340,30.3532,1,0
74,37,1.226,0.606,11,6,17,59.8517,30.3008,60.0033,30.2986,0,0
34,12,0.958,0.911,8,5,13,59.9647,30.3095,60.0004,30.3904,0,1
73,36,1.143,0.521,10,12,22,59.7388,30.4166,59.9320,30.3477,1,0
59,37,0.995,0.740,7,7,14,59.8454,30.3954,59.9730,30.3438,2,0
44,23,0.835,0.769,10,8,18,60.0393,30.3585,59.9961,30.3402,0,1
25,3,0.423,2.167,9,7,16,60.0389,30.3890,60.0065,30.2143,0,0
40,15,1.073,0.502,11,7,18,59.8744,30.4396,59.9383,30.2471,1,0
48,22,1.342,1.024,9,11,20,59.7185,30.4059,59.9386,30.2892,8,2
64,44,1.245,0.431,8,8,16,59.8543,30.1824,59.9653,30.3915,3,0
36,12,1.293,1.214,11,9,20,59.6654,30.5244,59.9367,30.2994,8,2
47,25,1.083,1.388,9,9,18,59.8586,30.2986,59.9888,30.2929,2,1
36,14,1.377,0.813,9,9,18,59.8811,30.4653,60.0188,30.3736,0,3
41,14,1.468,0.789,10,6,16,59.9432,30.4892,59.9328,30.2232,0,0
20,1,0.802,2.153,9,4,13,60.0330,30.3278,59.9317,30.3036,1,0
45,19,1.488,1.105,9,5,14,59.9884,30.6468,60.0722,30.2402,9,1
37,13,1.469,0.993,11,9,20,59.9955,29.7805,59.9358,30.3531,8,0
43,20,1.896,0.542,9,10,19,59.9496,30.4949,59.8786,30.3183,2,1
47,19,1.598,0.990,9,8,17,59.8723,30.4384,59.9886,30.3025,2,0
79,49,1.208,0.848,11,8,19,59.9346,30.6432,59.9730,30.3198,3,1
42,18,1.649,0.876,7,8,15,59.8452,30.2377,59.5626,30.1351,4,0
25,3,1.048,1.738,8,9,17,59.8364,30.1309,59.9491,30.3039,1,0
71,46,1.338,0.877,8,9,17,59.9335,30.6492,60.0445,30.3255,5,0
31,6,0.477,1.060,9,9,18,59.7146,30.4091,59.9321,30.3533,0,0
45,26,0.894,0.916,11,7,18,60.0231,30.6472,60.0141,30.3671,3,0
39,17,1.450,1.073,9,8,17,59.8737,30.4676,59.9979,30.2919,3,0
34,10,1.645,1.047,13,9,22,59.8391,30.3805,59.8941,30.4160,0,1
45,17,1.423,0.831,9,6,15,59.8417,30.3778,59.9860,30.4009,1,0
47,21,1.228,0.848,16,5,21,59.8532,30.2494,60.0027,30.3374,3,1
32,10,1.281,1.355,10,9,19,60.0530,30.3658,59.9383,30.2808,3,0
44,20,1.380,0.582,11,7,18,59.8737,30.2611,59.9475,30.3623,1,0
71,42,1.255,0.650,10,11,21,59.9861,30.1975,59.9280,30.3877,2,0
26,4,1.025,1.367,9,11,20,59.8845,30.4645,60.0087,30.3575,2,0
41,18,1.267,0.868,8,8,16,59.8578,30.3778,59.9344,30.2978,3,0
61,30,0.986,0.605,8,7,15,60.0258,30.2243,59.9313,30.3662,1,0
35,12,1.483,1.073,9,12,21,59.8540,30.2096,59.9869,30.2939,3,0
26,3,0.732,1.387,9,6,15,59.9683,30.4337,60.0924,30.3811,3,0
48,22,1.200,0.844,10,7,17,59.8591,30.2070,59.9317,30.3589,4,1
41,16,1.425,0.900,10,6,16,59.9367,30.2429,60.0059,30.3299,0,0
56,29,0.973,0.658,11,11,22,60.1097,30.4858,60.0140,30.3235,1,0
49,28,1.037,1.031,11,10,21,59.8752,30.3374,60.0048,30.3877,0,0
39,16,0.712,0.988,10,6,16,60.1109,30.4953,59.8975,30.4215,1,1
42,21,0.926,0.988,9,6,15,59.8978,30.5083,60.0032,30.3287,2,0
45,18,0.641,0.694,9,7,16,59.8398,30.1663,59.8770,29.9249,1,0
47,25,1.268,1.058,8,9,17,59.9158,30.5116,59.9422,30.2802,0,0
79,41,1.268,0.616,7,8,15,60.0066,30.6074,59.8996,30.4177,2,0
22,2,0.559,2.065,12,5,17,60.0053,30.4110,59.7848,30.6248,6,0
74,31,1.497,1.004,11,8,19,59.9144,30.4946,59.9394,30.2444,1,1
28,6,0.817,1.948,13,9,22,59.8897,30.4111,60.0350,30.3226,7,0
57,33,1.066,0.810,10,7,17,59.8529,30.1798,59.9238,30.4036,2,0
65,28,1.040,0.630,7,7,14,59.8356,30.5024,59.9674,30.3839,2,2
59,35,1.421,0.782,11,8,19,60.0674,30.3885,59.9331,30.3049,3,0
44,20,1.020,0.801,10,5,15,60.0520,30.4268,59.8532,30.3355,6,0
59,39,1.151,0.757,9,7,16,59.9228,30.5001,59.9432,30.2728,1,0
34,11,1.394,0.911,10,6,16,59.9266,30.3082,60.0544,30.4531,2,0
21,2,0.935,2.444,10,9,19,59.8528,30.3307,59.7224,30.2580,2,2
32,10,1.247,1.444,7,9,16,60.0557,30.0026,60.0278,30.2735,5,2
26,5,0.502,1.109,10,12,22,59.8923,30.4699,59.9377,30.2336,0,0
73,33,0.918,0.786,9,11,20,60.0347,30.2935,60.0964,29.9706,1,0
23,3,0.699,1.369,8,9,17,59.8798,30.4588,59.8411,30.2506,2,1
29,7,0.898,1.212,8,6,14,60.1704,30.3238,59.9975,30.3391,3,0
22,2,0.918,2.080,9,5,14,59.8577,30.3418,60.0214,30.3313,2,1
47,22,1.190,1.015,9,6,15,59.9342,30.3043,59.9360,30.4354,0,0
27,5,0.951,1.187,10,7,17,59.8413,30.5034,59.9281,30.2395,2,1
45,22,1.187,1.009,11,9,20,60.0459,30.4069,59.9603,30.3045,0,0
26,4,0.784,1.224,9,10,19,59.9318,30.6235,59.9534,30.2990,1,0
39,19,0.952,0.639,8,10,18,59.8274,30.1651,59.9330,30.3521,1,0
55,29,1.226,1.094,13,10,23,59.9906,30.6407,60.0368,30.4232,1,0
43,22,0.900,1.532,11,11,22,59.9308,30.4559,59.9301,30.3034,3,1
53,28,1.001,0.874,9,9,18,59.8536,30.2953,59.9727,30.3341,3,1
38,13,1.370,1.052,8,4,12,60.0048,30.2929,59.8374,30.1352,6,1
64,31,1.068,1.001,10,12,22,59.9630,30.4132,60.0181,30.3153,1,0
40,15,0.848,0.750,8,9,17,59.8680,30.2553,60.0093,30.3280,2,0
46,18,0.816,0.683,11,10,21,59.9387,30.3749,59.8516,30.1937,4,0
30,8,0.935,0.917,7,7,14,59.9279,30.3169,60.0598,30.3548,3,0
42,18,1.444,0.903,8,10,18,59.9157,30.4631,60.0074,30.3448,3,0
23,3,0.760,2.077,9,8,17,59.8689,29.8676,59.9357,30.3166,8,0
50,29,1.168,0.745,10,9,19,59.9269,30.4248,59.8794,29.9058,1,1
34,12,1.042,0.696,10,9,19,59.9397,30.3220,60.0188,30.3268,0,1
31,8,1.029,1.068,9,5,14,59.9243,30.3109,59.8627,30.4061,1,0
39,13,1.203,0.966,9,9,18,59.8392,30.3644,59.9993,30.3452,2,0
38,14,1.585,0.746,9,7,16,59.8604,30.4007,59.9806,30.3348,2,1
88,47,1.203,0.598,10,7,17,60.0325,30.4138,59.9833,30.3211,0,0
37,10,1.085,1.080,9,8,17,59.8815,30.4649,59.9369,30.2438,2,0
27,5,1.094,1.389,10,7,17,59.8638,30.2972,59.9463,30.4879,5,0
76,41,1.581,0.957,10,9,19,60.0255,30.3075,59.9500,30.3055,2,1
50,29,1.095,0.774,8,5,13,59.9354,30.3560,60.0536,30.3608,1,0
52,22,1.534,1.013,11,4,15,60.0967,29.9759,60.0244,30.3202,2,3
79,37,1.241,0.999,8,10,18,59.9638,30.4125,60.0193,30.6429,4,0
34,10,0.876,1.167,12,9,21,60.0052,30.3935,59.8872,30.4233,1,0
57,29,1.363,0.854,9,11,20,59.9893,30.6461,59.9411,30.3931,4,1
54,24,1.139,0.665,9,8,17,59.8667,30.2665,60.0746,30.3680,1,1
41,17,1.266,0.776,9,6,15,59.8311,30.2015,59.5831,30.1471,0,0
41,15,1.848,1.076,8,6,14,59.8354,30.1502,59.9586,30.3012,2,1
67,40,1.045,0.679,8,6,14,60.0174,30.2380,59.8980,30.2104,3,2
43,19,1.074,1.028,9,5,14,59.9264,30.3366,60.0334,30.4231,2,1
58,36,1.257,0.774,11,8,19,60.0434,30.3460,59.9321,30.3620,1,2
46,21,1.935,0.967,10,9,19,59.9438,30.2148,60.0403,30.3690,2,1
52,26,1.734,0.676,10,5,15,59.8416,30.1584,60.0681,30.3693,12,1
24,3,0.460,2.131,9,9,18,60.0595,30.3219,59.9599,30.4645,2,1
47,23,1.335,1.011,9,4,13,59.8643,30.4149,60.0077,30.3932,4,0
66,40,0.802,0.787,10,8,18,59.8308,30.2175,59.9601,30.3011,3,0
40,18,1.500,1.213,10,12,22,59.9073,31.0793,59.8829,30.3704,10,1
37,15,1.146,0.833,18,10,4,59.8313,30.3878,59.9491,30.3057,3,1
35,12,1.740,0.959,10,7,17,59.8369,30.1354,59.8884,30.4180,6,2
28,6,1.042,1.507,9,5,14,59.8945,30.4251,59.9964,30.3287,3,0
87,47,1.439,0.674,12,7,19,59.9215,30.4440,60.0284,30.2547,1,0
36,13,1.146,1.166,11,9,20,60.0238,30.2124,59.9335,30.3575,2,1
37,16,1.595,0.792,13,5,18,60.0309,30.4150,59.9307,30.3569,0,2
22,2,0.534,1.482,13,7,20,59.8295,30.4301,59.9547,30.2540,1,1
47,27,1.261,0.658,9,7,16,59.8355,30.4252,59.9652,30.3129,1,1
72,42,1.141,1.009,14,11,1,59.8612,30.3890,59.9909,29.7814,4,1
32,9,1.325,1.090,7,9,16,60.0173,30.3974,59.8864,30.3297,5,2
48,26,1.457,0.803,9,8,17,59.7364,30.4153,59.8976,30.4263,5,0
36,12,1.249,1.054,9,9,18,59.9405,30.2121,59.9638,30.4571,0,0
58,33,1.320,0.599,9,11,20,59.8449,30.3228,59.9404,30.2767,1,1
32,9,0.949,1.441,10,7,17,60.0322,30.6330,59.9564,30.3294,2,0
18,0,0.362,3.094,11,10,21,59.7316,30.6130,59.8243,30.3989,2,0
34,9,0.823,1.110,10,8,18,59.9190,30.4545,60.0154,30.3323,2,0
52,29,1.162,0.995,7,8,15,59.9644,30.4050,59.8071,30.3122,2,1
31,8,1.142,1.525,17,8,1,59.9393,30.4934,60.0717,30.3705,7,0
38,14,0.745,1.300,8,11,19,59.8698,30.4528,59.9989,30.3307,2,0
45,21,1.542,1.301,9,8,17,60.0012,30.2052,59.9334,30.3488,3,0
53,23,1.067,0.833,9,6,15,59.8484,30.3183,59.9068,29.7655,2,0
33,9,1.136,1.062,7,5,12,59.8607,30.3074,60.0049,30.2797,1,0
21,2,0.772,2.623,15,10,1,60.1426,30.2230,59.9667,30.3502,4,1
21,2,0.600,2.287,10,6,16,59.8538,30.4730,59.9333,30.2905,1,0
42,17,1.052,0.971,7,9,16,60.0325,30.2957,59.9322,30.2400,4,0
67,36,1.342,0.950,9,10,19,59.8313,30.1979,59.9409,30.2730,6,0
30,8,0.957,1.222,9,8,17,59.7373,30.4075,59.9260,30.3781,3,0
34,10,0.860,1.160,16,7,23,59.9349,30.6424,59.9486,30.3588,1,0
38,11,1.789,1.139,8,7,15,60.0381,30.3854,59.9321,30.2435,6,1
45,24,1.390,1.028,9,7,16,59.8381,30.3814,59.9355,30.2862,2,0
42,20,1.413,1.248,9,10,19,60.0115,30.4276,59.9447,30.4118,0,0
20,1,0.425,2.711,11,10,21,59.9315,30.2521,59.8274,30.3312,2,0
61,32,0.917,0.932,10,6,16,59.8857,30.4829,59.8444,30.1724,5,0
32,10,1.588,1.246,10,10,20,59.9257,30.4197,60.0405,30.3236,5,1
67,47,1.145,1.087,9,8,17,59.9088,30.2940,60.0407,30.3196,4,0
23,3,1.174,2.641,10,8,18,59.9550,30.4898,60.0538,30.3341,2,2
72,35,0.975,0.882,9,9,18,59.9670,30.3056,59.8985,30.4194,1,1
57,33,1.320,1.204,11,11,22,59.6874,30.4305,59.9525,30.3012,8,0
78,38,0.795,0.734,9,4,13,59.8511,30.2608,60.0678,30.3954,1,0
53,30,1.560,0.603,9,10,19,59.9562,30.3292,59.9867,30.3013,0,1
21,2,0.767,2.595,9,11,20,59.8737,30.2693,60.0089,30.3541,1,2
39,16,1.654,1.279,9,7,16,60.0254,30.6411,59.9411,30.3979,5,0
42,12,0.949,1.250,8,10,18,59.7178,30.4130,59.8642,30.4062,1,0
43,20,1.434,0.878,8,7,15,60.0399,30.4146,59.9340,30.2979,0,1
60,34,1.380,0.621,8,8,16,59.9889,30.3493,59.8591,30.2292,2,0
82,35,1.440,0.598,10,9,19,60.0090,30.2796,59.8526,30.2397,2,1
42,16,1.624,0.855,9,8,17,60.0521,30.3519,59.8883,30.4227,5,0
58,29,1.102,0.897,7,6,13,59.9154,30.4918,59.9067,30.2956,3,1
34,12,0.682,1.099,10,5,15,59.8340,30.4277,59.9519,30.2961,0,0
36,12,1.648,1.120,10,8,18,60.0220,30.4033,59.9293,30.3097,1,2
31,9,1.537,1.339,9,7,16,60.0111,30.2427,60.0404,30.3735,1,1
60,36,1.481,0.759,7,8,15,59.9331,30.3513,59.8577,30.2251,1,0
27,5,0.980,1.393,10,8,18,59.8457,30.2752,59.5666,30.1219,3,0
33,8,1.346,1.301,8,4,12,59.8869,30.3622,60.0025,30.3685,3,1
32,9,1.137,1.141,9,5,14,60.0151,30.6912,59.8936,30.3566,7,0
24,3,0.879,1.647,10,5,15,59.9158,30.5102,59.8759,30.4413,0,0
69,32,1.522,0.815,19,9,4,59.8295,30.1553,60.0738,30.3524,7,1
71,22,0.948,0.725,10,8,18,59.8522,30.3118,59.9416,30.2663,0,1
43,19,1.492,0.439,9,8,17,59.8411,30.1450,59.9507,30.3058,2,0
60,39,1.288,0.729,15,10,1,59.8423,30.4167,60.0609,30.3592,4,0
46,23,1.372,0.763,11,6,17,60.0195,30.2307,59.8648,30.3232,2,1
32,11,1.386,0.874,11,8,19,59.8725,30.2676,60.0348,30.2604,7,1
32,9,1.154,1.464,9,7,16,59.8502,30.1827,59.9783,30.2417,6,0
41,21,0.977,1.282,9,7,16,59.9216,30.4517,59.9861,30.2941,3,0
79,29,1.619,0.999,9,6,15,59.9198,30.4638,59.8489,30.0989,4,3
28,6,1.062,1.327,11,7,18,59.6372,30.7559,59.8811,30.9854,4,1
54,32,0.785,0.937,7,8,15,59.9350,30.3674,60.0245,30.4120,3,0
38,17,1.132,0.967,8,8,16,60.0551,30.3352,59.9386,30.2801,1,0
45,21,1.260,0.686,10,8,18,59.9858,30.2347,59.9348,30.3085,2,0
53,29,1.081,1.030,9,8,17,59.9165,30.4705,60.0061,30.2168,2,0
53,27,1.464,0.996,9,5,14,60.0566,30.3423,59.8969,30.4160,6,0
31,8,1.292,1.446,8,6,14,59.8373,30.1464,59.9533,30.3026,2,0
56,24,1.335,0.982,14,10,0,60.0344,30.4016,59.9439,30.2783,2,0
44,16,0.964,1.145,16,11,3,59.8498,30.2512,59.9866,30.2159,4,0
51,26,1.133,0.775,11,9,20,59.8789,30.2685,60.0168,30.3308,1,0
31,8,1.267,1.122,11,6,17,60.0225,30.3290,59.9304,30.3042,2,0
49,26,1.600,0.955,10,10,20,60.0194,30.2449,59.8536,30.1399,7,0
46,25,1.700,1.132,8,8,16,59.8729,30.3280,59.9950,30.3287,4,1
76,32,1.641,0.649,8,8,16,59.8763,30.4096,60.0183,30.4053,3,1
45,21,1.241,1.244,8,10,18,59.9285,30.4241,60.0547,30.3644,1,0
63,29,1.472,0.564,9,8,17,59.8407,30.5045,59.7179,30.4027,5,0
36,15,1.483,0.935,10,8,18,59.9146,30.3045,60.0082,30.3591,1,1
18,1,0.749,3.766,8,10,18,59.9732,30.4082,59.7198,30.4039,7,0
26,4,0.435,1.881,12,9,21,59.8445,30.3076,60.0039,30.2932,0,0
52,22,1.392,0.804,10,9,19,60.0082,30.6144,60.0684,30.3292,0,1
53,24,0.635,0.939,17,8,1,59.8520,30.1387,59.9339,30.3085,1,0
19,1,0.447,2.870,11,9,20,59.8475,30.2742,59.9462,30.3681,2,1
42,18,1.365,0.986,9,9,18,60.1108,30.4867,60.0243,30.2741,1,0
69,48,1.029,0.600,8,5,13,59.9515,30.4824,59.9306,30.2956,1,0
18,1,0.610,3.401,10,9,19,59.9916,30.6479,59.9967,30.3719,3,3
55,24,1.323,1.092,16,12,4,59.9852,30.3495,59.9937,30.1447,3,0
38,14,1.378,0.816,8,11,19,59.8965,30.4245,60.0084,30.3566,1,1
55,20,1.199,1.143,18,8,2,60.0497,30.4381,59.9330,30.3571,3,2
48,18,1.163,1.053,9,9,18,59.8496,30.3164,59.9588,30.3033,2,2
32,10,1.610,1.426,18,10,4,59.9449,30.2766,60.0302,30.4085,1,1
63,48,1.482,0.654,8,6,14,59.8373,30.1718,59.8539,30.3626,3,1
58,33,1.312,0.445,8,9,17,59.9007,30.4678,59.9275,30.2584,0,0
20,1,0.490,2.132,8,4,12,59.9006,30.4671,59.9447,30.2351,2,0
88,48,1.489,0.622,11,10,21,60.0043,30.3577,59.8546,30.3003,0,1
38,18,1.883,0.923,7,12,19,59.7834,30.1440,59.9420,30.2813,6,0
45,22,1.306,0.749,7,4,11,59.9376,30.3355,60.0478,30.3246,1,1
67,36,1.207,0.722,9,8,17,59.8471,30.3129,59.9430,30.3431,1,0
72,38,1.247,0.624,9,6,15,60.0032,30.2190,60.0192,30.6459,6,1
26,4,0.811,1.943,9,7,16,59.9092,30.2902,60.0176,30.3208,2,0
84,40,1.224,0.861,11,10,21,59.9937,30.1954,59.8971,30.4157,3,2
31,8,1.268,1.016,7,11,18,59.9528,30.4208,59.8499,30.3899,1,0
39,16,1.512,0.935,10,10,20,60.0182,30.3096,59.9275,30.2974,5,0
58,34,1.532,0.794,11,5,16,59.8265,30.4021,59.9350,30.2276,2,0
27,5,0.707,1.201,8,7,15,59.9555,30.4276,60.1122,30.4860,0,1
41,17,0.587,1.037,8,7,15,59.8435,30.2438,59.9586,30.3285,0,0
46,20,1.359,1.067,8,6,14,59.9304,30.3987,60.0259,30.2254,3,0
57,28,1.271,1.105,8,9,17,59.8579,30.3875,59.9492,30.3022,2,0
39,15,1.592,1.176,12,6,18,59.9205,30.2898,59.8364,30.1341,2,1
57,39,1.305,0.957,15,10,1,59.8535,30.3567,60.0117,30.2761,0,1
21,2,0.617,2.032,10,6,16,59.9206,30.2944,60.0416,30.3253,0,0
26,4,0.780,1.372,8,9,17,59.8460,30.2627,59.9350,30.2983,1,0
34,12,1.703,1.106,10,5,15,60.0038,30.2192,59.8542,30.3220,3,0
32,10,1.713,0.999,9,8,17,59.7884,30.1453,59.8551,30.3809,4,2
49,24,0.936,0.902,9,9,18,59.7447,30.6166,59.9842,30.3211,0,1
30,7,1.291,0.965,9,7,16,60.0091,30.5948,60.0235,30.3124,1,0
30,8,1.064,1.210,12,5,17,59.6997,30.4191,59.9733,30.3344,3,2
55,39,1.101,0.807,10,8,18,59.9489,30.5592,59.9267,30.3027,2,0
67,36,0.959,0.975,13,9,22,59.9146,30.3173,60.0377,30.4673,2,0
46,24,0.890,0.670,9,8,17,60.0163,30.4287,59.8776,30.4437,1,1
56,21,1.043,0.588,11,9,20,59.8600,30.5040,59.7327,30.4145,0,1
79,37,1.119,0.822,11,6,17,59.8820,30.9893,59.8547,30.3962,2,1
70,39,0.957,0.816,11,6,17,59.8286,30.4171,59.9369,30.3543,0,0
81,37,1.586,0.772,10,6,16,59.8405,30.3794,59.9356,30.2702,3,0
31,7,0.464,1.136,8,9,17,59.7328,30.0808,59.8869,30.4239,2,0
26,4,1.074,1.311,7,7,14,59.9003,30.4706,60.0259,30.3194,3,0
56,27,1.216,1.119,8,7,15,59.8827,29.9053,59.9298,30.3037,9,2
28,6,0.963,1.563,17,9,2,59.8365,30.2203,59.9448,30.3598,3,0
27,5,0.890,1.278,10,9,19,59.8670,30.4137,59.9889,30.3173,4,1
18,0,0.586,2.515,8,8,16,59.8779,30.3325,60.0179,30.3184,2,1
44,18,1.277,1.099,9,8,17,59.9915,30.3077,59.8522,30.3011,4,0
46,24,0.992,0.485,9,9,18,59.9500,30.4833,59.9324,30.2901,1,0
61,32,1.385,0.666,11,4,15,59.8432,30.2227,59.9639,30.3231,1,0
45,23,1.061,1.054,7,9,16,59.9167,30.3148,60.0105,30.2750,0,0
48,25,1.249,1.121,10,7,17,59.8282,30.2221,59.9502,30.3026,3,0
28,6,0.783,1.389,9,5,14,59.9398,30.2809,60.0696,30.3340,3,0
64,30,1.570,0.852,11,5,16,59.9325,30.2478,60.0602,30.3650,3,0
28,6,1.050,1.149,10,7,17,59.9287,30.4771,59.9295,30.3044,3,1
60,35,1.252,0.573,8,9,17,60.0214,30.2527,59.9356,30.2348,1,1
34,12,0.692,0.896,16,11,3,59.9883,30.4189,59.9846,30.2185,1,0
51,25,1.362,1.135,11,11,22,60.0154,30.6862,59.8185,30.1681,6,1
23,2,0.839,1.676,9,8,17,59.8352,30.2554,59.9448,30.3601,7,0
48,29,1.507,0.725,7,4,11,59.9561,30.4314,59.9960,30.3001,1,0
40,14,0.875,0.802,7,10,17,59.9092,30.4786,60.0316,30.4148,0,0
84,48,0.954,0.773,9,7,16,59.8655,30.3378,59.7272,30.4133,1,3
28,6,0.947,1.343,9,11,20,59.6191,30.3853,59.5674,30.1226,3,0
37,11,1.204,0.901,9,7,16,59.9416,30.4816,59.9894,30.2541,1,1
29,7,1.125,1.552,8,6,14,59.8345,30.2593,60.0141,30.3913,5,0
56,37,1.172,0.625,7,8,15,59.9905,29.7734,59.8797,29.8659,1,0
47,26,1.319,0.780,10,10,20,59.7370,30.6152,59.9698,30.3387,3,1
28,6,0.927,1.391,15,11,2,59.8661,30.3180,60.0176,30.3194,5,3
70,36,1.168,0.516,9,9,18,59.9242,30.3807,60.0716,30.3364,2,0
49,21,1.563,0.673,10,9,19,59.8433,30.3265,59.9983,30.2970,1,0
49,23,0.889,1.038,9,12,21,59.8334,30.1526,60.0475,30.3529,8,2
38,14,1.154,0.952,8,8,16,59.7401,30.6187,59.9652,30.3154,1,2
42,18,1.673,0.925,12,12,0,59.7421,30.4594,59.8963,30.4126,2,0
43,17,1.544,0.983,11,7,18,59.9505,30.5597,59.9390,30.4060,3,0
78,44,1.178,0.382,12,6,18,59.9136,30.3115,59.8575,30.2268,3,0
45,18,1.571,0.858,15,7,22,59.9264,30.3085,59.9476,30.3651,0,0
86,41,1.536,0.589,10,11,21,59.9002,30.4954,59.9674,30.3147,0,0
47,25,1.492,1.013,9,8,17,59.8301,30.1525,59.9302,30.3371,1,1
30,8,1.471,1.229,10,9,19,60.0017,30.2216,60.0699,30.3954,7,1
62,33,1.107,0.730,11,8,19,60.0387,30.3621,60.0412,30.3279,0,0
86,55,1.020,0.829,7,8,15,59.8559,30.3152,59.9844,30.2660,0,1
35,12,0.940,1.463,9,5,14,59.9213,30.4965,60.0383,30.3715,3,1
37,15,1.591,0.990,11,5,16,60.0018,30.2208,60.0405,30.3198,1,0
82,50,1.577,0.665,9,6,15,59.8051,30.5826,59.9955,30.1306,2,0
35,15,0.837,1.544,9,10,19,59.8617,30.3799,59.9861,30.2665,1,1
64,32,1.511,1.122,10,6,16,59.8377,30.1714,59.8741,29.8972,2,2
36,13,1.226,1.110,9,11,20,59.9261,30.3512,59.8602,30.3884,0,0
27,5,0.625,1.356,8,6,14,59.7237,30.4099,59.8664,30.2638,2,0
53,26,1.345,0.769,16,4,20,59.8500,30.4172,60.1066,30.4954,5,2
25,3,0.964,1.388,8,12,20,60.0618,30.3215,59.9318,30.3335,0,0
34,13,1.048,1.097,9,5,14,60.0530,30.3639,59.9375,30.2421,1,0
71,39,1.071,0.639,10,12,22,59.9179,30.4523,60.0351,30.4191,2,1
34,11,1.783,1.221,12,10,22,60.0482,30.3355,59.9116,30.4745,7,2
24,3,0.856,2.301,9,5,14,59.8750,30.4077,59.9946,30.3290,5,3
34,12,1.002,0.934,9,8,17,60.0275,30.4569,59.9044,30.2765,1,1
62,33,1.304,0.560,10,10,20,59.8546,30.2940,60.0266,30.3220,1,0
18,1,0.481,3.509,10,8,18,59.9689,30.3995,59.8411,30.2509,4,1
52,25,1.508,0.831,9,11,20,60.0776,30.3257,59.9427,30.2854,7,1
44,24,1.461,1.115,16,7,23,59.9271,30.3365,60.0490,30.3238,2,0
71,40,1.272,1.023,9,10,19,59.8660,30.4603,60.0929,29.9608,8,2
32,9,0.891,1.247,10,5,15,60.0414,30.4072,60.0199,30.6437,0,0
46,17,1.174,0.927,11,10,21,59.9725,30.3923,59.8824,29.8942,4,1
19,1,0.780,2.172,10,7,17,59.9992,30.1359,60.0143,30.3337,1,0
34,11,1.405,1.016,12,8,20,59.8819,29.9037,59.9150,29.7679,3,1
30,7,1.016,1.324,8,7,15,59.8483,30.2409,60.0211,30.6475,7,2
45,27,1.349,1.093,9,7,16,59.9225,30.3135,60.0345,30.3592,4,0
36,15,1.624,0.998,7,5,12,59.8688,30.3955,59.9556,30.2963,3,0
38,14,1.297,1.190,9,10,19,59.8913,30.4270,60.0311,30.2539,5,1
79,48,1.030,0.671,8,7,15,60.0309,30.4133,59.9259,30.2779,2,0
64,42,0.972,1.054,14,9,23,59.9157,30.5106,59.9609,30.3014,1,0
50,24,1.160,0.979,9,8,17,59.8308,30.1543,59.9434,30.2680,3,0
73,45,1.335,0.927,8,8,16,59.8507,30.2725,60.0904,30.3782,10,1
50,18,1.622,0.854,8,11,19,59.9400,30.2699,60.0918,29.9628,5,0
22,2,0.836,1.866,11,10,21,59.8594,30.3129,60.0145,30.3309,3,0
74,40,1.513,0.688,8,6,14,60.0576,30.3221,59.9346,30.3672,3,0
70,32,1.024,0.800,9,11,20,59.9208,30.3053,60.0285,30.3249,2,0
60,36,1.254,0.723,10,8,18,59.9130,30.3078,60.0315,30.4259,1,0
49,30,1.256,0.833,10,9,19,59.8382,30.3462,59.9748,30.3385,1,0
33,9,1.354,0.744,9,10,19,60.0229,30.6356,60.0421,30.3224,5,0
41,20,1.711,0.609,9,6,15,59.9577,30.4273,59.8783,30.2588,1,0
63,40,1.313,1.252,7,9,16,59.7203,30.4047,59.8526,30.3193,2,0
29,7,0.699,1.243,11,9,20,59.9515,30.4840,59.9618,30.2878,1,0
30,9,1.399,0.908,9,8,17,59.8719,30.2666,59.9458,30.4977,1,1
58,31,2.030,0.949,9,5,14,59.9450,30.2628,59.7375,29.8551,10,2
44,17,1.201,0.971,10,6,16,59.8360,30.5139,60.0328,30.2871,3,1
49,25,1.101,0.915,10,10,20,59.9110,30.2988,60.0533,30.4511,2,0
53,28,1.296,0.302,8,5,13,59.9539,30.2425,59.8410,30.2545,0,0
51,25,1.937,1.235,11,4,15,59.8373,30.1788,59.9349,30.3706,2,1
40,15,1.814,0.864,9,8,17,59.9342,30.3513,60.0285,30.4072,2,0
36,11,1.103,1.124,10,8,18,59.8370,30.2441,59.9333,30.3591,2,0
