Age,Experience,Skill,RushFactor,WorkStart,WorkDuration,WorkEnd,HomeLat,HomeLng,WorkLat,WorkLng,Distance,ToWork,ToHome
43,19,1.130,1.366,13,6,19,59.8353,30.5071,59.9313,30.3523,13.729,15.927,15.523
39,14,1.088,1.043,14,8,22,59.8851,30.2717,60.0062,30.3243,13.780,16.426,16.660
86,37,1.406,0.738,9,7,16,59.8771,30.3292,60.0394,30.3684,18.180,20.712,20.347
25,4,0.772,0.954,9,5,14,59.8611,30.3990,60.0058,30.3890,16.097,20.014,20.498
29,7,1.234,1.362,8,10,18,59.8823,30.4190,60.0002,30.3606,13.505,17.147,17.773
55,26,1.212,0.779,15,7,22,59.8713,30.4402,59.9806,30.3274,13.684,15.839,16.508
59,42,1.665,0.442,11,12,23,59.9349,30.3686,59.9562,30.3024,4.381,5.797,5.756
76,35,1.464,0.849,9,9,18,59.8415,30.1603,60.0176,30.3205,21.516,26.920,27.118
36,14,0.677,0.909,9,7,16,59.7516,30.5649,59.8628,30.4270,14.571,17.442,17.595
44,19,1.436,1.109,9,6,15,60.0780,30.3275,59.8719,30.3469,22.940,25.704,25.569
48,23,1.020,0.879,9,6,15,59.5772,30.1432,59.6993,30.7848,38.532,50.958,52.010
75,22,1.295,0.737,9,10,19,59.9389,30.4853,59.8774,30.3329,10.913,14.923,15.076
31,10,1.319,0.744,9,8,17,59.8664,30.4453,60.0134,30.3293,17.576,20.030,19.974
35,15,1.116,1.183,10,8,18,59.9473,30.4930,59.9894,30.3041,11.506,13.972,14.109
39,17,1.313,1.149,9,9,18,60.0019,30.2157,60.0677,30.3965,12.422,29.992,15.780
41,19,1.223,0.702,8,8,16,59.9382,30.3712,59.9314,30.3015,3.956,4.527,4.560
75,32,1.301,0.701,9,12,21,59.9548,30.2265,59.9486,30.4514,12.542,14.698,14.779
29,7,1.392,1.247,9,10,19,60.0080,30.6164,59.9749,30.3273,16.494,20.482,21.586
27,5,0.658,1.347,13,11,0,60.0911,29.9573,60.0152,30.3310,22.388,31.979,31.770
47,22,1.839,0.866,13,10,23,59.8293,30.4152,59.9980,30.3727,18.900,33.041,34.508
33,11,1.296,1.208,8,9,17,60.0263,30.2922,59.8977,30.4207,15.994,19.983,19.922
69,33,0.764,0.700,11,6,17,59.9533,30.3592,59.8584,30.3319,10.662,12.414,13.135
35,12,1.467,0.820,13,7,20,59.9461,30.3638,59.8727,30.2620,9.944,11.613,11.378
31,8,0.986,0.729,10,7,17,59.9205,30.2974,60.0110,30.2710,10.177,13.077,13.022
68,43,1.200,0.701,8,7,15,59.9076,30.4775,60.0195,30.3103,15.534,19.656,19.490
35,13,1.192,0.959,8,9,17,59.9283,30.3553,60.0347,30.4251,12.445,15.529,14.710
41,16,1.298,0.987,16,7,23,60.0540,30.3499,59.9325,30.3590,13.527,16.153,15.594
20,1,0.650,2.087,10,4,14,59.8461,30.2341,59.9926,30.4390,19.898,41.529,44.171
55,27,1.072,0.972,9,6,15,59.9464,30.2257,60.0241,30.3132,9.914,14.547,15.662
50,21,1.596,0.586,8,9,17,60.0101,30.0005,60.0163,30.3321,18.441,22.128,22.203
67,36,1.359,0.936,10,9,19,60.0044,30.3579,60.0911,30.3805,9.728,13.760,15.037
35,15,1.035,1.144,8,11,19,59.8801,30.4532,59.9844,30.2257,17.176,21.991,20.872
45,25,1.494,1.389,7,9,16,59.9963,30.3525,59.9442,30.3506,5.792,6.844,7.733
23,3,0.622,1.600,9,9,18,59.9061,30.4649,60.0032,30.3381,12.895,16.148,16.187
31,8,0.677,1.334,7,9,16,60.0029,30.3606,59.8739,30.3307,14.434,17.038,16.380
75,32,1.072,0.705,10,12,22,59.8670,30.4131,59.9948,30.3113,15.306,19.392,18.795
55,31,1.127,1.311,10,6,16,59.9518,30.2260,60.0777,30.3372,15.303,21.011,22.096
30,6,0.997,1.300,8,6,14,59.9951,29.7794,59.9884,30.3015,29.044,42.633,44.928
49,20,0.964,0.986,10,7,17,59.8621,30.3429,59.9950,30.4294,15.550,21.313,19.906
56,37,0.780,0.879,10,7,17,60.0089,30.4195,59.8569,30.3776,17.059,28.351,28.389
38,16,0.836,1.158,9,4,13,59.8157,30.2885,59.9351,30.4355,15.607,33.144,33.273
25,3,0.962,1.694,9,8,17,60.0160,30.4251,59.9312,30.2921,11.991,15.166,16.207
28,7,1.295,1.402,9,7,16,59.8449,30.3991,59.8431,30.1590,13.414,15.709,15.616
32,9,1.149,1.122,9,4,13,59.9253,30.4199,60.0016,30.3660,9.000,11.308,11.116
33,11,1.086,1.087,9,4,13,59.9496,30.4702,60.0544,30.3374,13.802,20.903,25.752
52,27,1.154,1.196,8,5,13,59.9938,29.7794,60.0067,30.2678,27.190,39.975,41.315
33,10,1.108,1.402,17,4,21,60.0386,30.3948,59.9289,30.3348,12.647,14.703,14.885
18,0,0.502,2.990,11,11,22,59.8483,30.1371,59.9339,30.3536,15.378,18.698,18.307
32,9,1.499,0.994,16,9,1,60.0144,30.2389,59.8884,30.4204,17.273,20.412,21.161
31,9,1.044,1.143,8,4,12,59.8604,30.3292,59.7195,30.4074,16.265,17.495,17.605
48,26,1.195,0.893,8,6,14,59.8323,30.4207,59.9272,30.3084,12.272,14.662,14.751
39,16,1.660,0.904,10,10,20,59.9150,30.4813,60.0027,30.2989,14.075,18.060,17.677
49,25,1.399,0.587,12,10,22,59.8810,30.4653,60.0367,30.3635,18.215,30.446,29.908
55,27,1.469,1.294,7,12,19,59.8601,30.3454,59.8371,30.1371,11.909,13.819,14.413
52,31,1.242,0.660,9,12,21,59.8810,30.4778,59.7199,30.4066,18.349,26.988,25.090
30,7,0.976,1.249,9,10,19,59.8827,30.4726,59.9379,30.2839,12.179,14.930,16.167
26,4,0.703,1.678,11,8,19,59.8626,30.3004,59.9517,30.3033,9.910,11.596,11.335
18,0,0.469,3.280,10,11,21,59.9137,30.4580,59.8524,30.3346,9.692,12.661,13.260
21,2,0.809,2.539,8,8,16,59.8557,30.3822,60.0090,30.3273,17.321,19.197,19.288
72,45,1.172,0.868,8,7,15,60.0724,30.2381,59.9376,30.2405,14.988,22.957,22.004
33,10,1.108,0.699,7,10,17,59.9499,30.4657,60.0341,30.3732,10.676,13.773,13.211
61,43,1.370,1.117,9,8,17,59.9949,30.1945,60.0405,30.3895,11.965,15.410,14.907
34,11,1.126,0.816,9,7,16,59.8537,30.2045,59.7391,30.0883,14.301,15.243,15.258
42,19,1.661,0.989,9,8,17,59.8535,30.3745,59.9968,30.2979,16.497,19.977,18.785
52,30,1.493,0.980,8,8,16,59.8418,30.3971,60.0914,30.3797,27.776,43.614,44.281
55,24,1.692,1.198,9,11,20,59.8598,30.3814,59.9728,30.3362,12.812,14.950,15.721
19,1,0.646,2.572,19,11,6,60.0039,30.2620,59.8968,30.4161,14.682,17.999,18.723
18,1,0.583,2.191,9,7,16,59.9645,30.3102,59.9984,30.3711,5.067,6.981,6.135
47,27,1.664,0.982,10,10,20,59.7787,30.1014,59.9485,30.4484,27.050,32.206,32.974
33,11,1.387,1.177,8,5,13,59.9538,30.4289,59.9332,30.3136,6.819,8.769,9.077
54,30,1.196,0.777,11,10,21,60.0107,30.4131,60.0605,30.3744,5.932,8.801,9.230
56,32,1.280,0.949,11,5,16,59.9869,30.2005,59.8793,30.3295,13.964,19.436,20.923
60,26,0.634,0.796,9,6,15,59.8500,30.3168,59.8837,29.8566,25.960,34.598,45.824
38,13,1.715,1.314,10,10,20,59.8579,30.1975,59.9347,30.3328,11.393,14.282,13.429
46,21,1.341,0.768,10,4,14,59.8239,30.4014,59.9505,30.2996,15.183,17.213,18.538
27,4,0.900,1.745,11,12,23,59.8133,30.2919,60.0169,30.2420,22.807,32.235,32.243
31,7,0.969,0.738,10,8,18,59.9878,30.1993,59.8995,30.4287,16.120,19.018,20.288
34,11,1.221,1.129,8,7,15,59.8994,29.7718,60.0097,30.3961,36.859,67.602,68.338
39,16,1.226,0.804,9,9,18,59.8836,30.4720,60.0015,30.3412,15.001,18.046,24.935
63,35,1.602,0.993,14,7,21,59.8704,30.3884,60.0042,30.2939,15.776,17.959,18.225
30,8,0.772,1.431,9,6,15,59.8134,30.2899,59.9328,30.3014,13.302,19.438,19.473
49,22,1.520,0.979,7,8,15,59.8496,30.3178,60.0132,30.3243,18.193,19.976,20.030
42,18,1.283,1.254,10,6,16,60.0514,30.3497,59.9911,30.6517,18.066,36.281,27.642
67,46,0.900,0.655,13,8,21,59.8529,30.4722,59.9242,30.2977,12.558,26.472,15.878
29,7,0.750,0.977,11,8,19,59.9015,30.4692,60.0181,30.3338,14.993,18.441,18.157
37,16,0.986,0.883,11,11,22,60.0161,30.3228,59.8542,30.1962,19.334,23.541,23.351
35,10,1.070,1.095,8,10,18,59.8372,30.1663,59.8522,30.3631,11.114,12.675,13.175
35,11,0.939,0.855,10,10,20,59.8625,30.2990,59.8530,30.0726,12.685,14.696,14.841
33,9,1.538,1.015,13,8,21,59.8554,30.1780,59.9708,30.4017,17.898,22.033,22.452
41,20,1.299,1.191,10,7,17,59.9320,30.4550,60.0700,30.3954,15.698,26.328,26.774
44,23,1.040,0.654,8,5,13,59.9232,30.4535,59.8284,30.3164,13.033,26.457,28.053
37,12,1.537,0.684,8,9,17,59.9145,30.4629,60.0178,30.3213,13.931,16.958,16.993
52,32,1.446,0.678,8,10,18,60.0733,30.3283,59.9353,30.3499,15.390,17.196,16.783
48,21,1.086,0.675,8,10,18,60.0155,30.2447,59.8530,30.3293,18.677,22.469,21.854
41,20,0.873,0.771,11,5,16,59.8938,30.4801,59.8396,30.2323,15.085,27.083,27.821
59,22,1.727,0.724,9,10,19,60.0514,30.3538,59.8756,30.4365,20.089,32.068,32.423
46,23,1.479,0.740,10,6,16,59.8514,30.3190,59.9497,30.4217,12.341,14.733,14.933
40,17,1.247,1.109,10,7,17,60.0721,30.3256,59.9420,30.2098,15.824,23.369,21.375
40,16,1.154,1.024,7,12,19,59.8559,30.2377,59.8512,30.1414,5.404,7.197,6.895
27,5,0.932,1.669,10,12,22,60.0127,30.2448,60.1072,30.4844,16.952,34.123,35.141
29,6,1.389,1.472,11,8,19,59.7740,30.7983,59.6208,30.3957,28.289,40.986,40.969
30,8,1.321,1.311,14,7,21,60.0471,30.3908,59.9341,30.3463,12.812,14.992,15.192
45,18,1.152,1.121,9,5,14,60.0336,30.2975,59.8498,30.3041,20.445,23.220,23.245
45,21,1.488,0.789,10,9,19,59.8518,30.3871,59.9897,30.2082,18.292,23.473,23.195
23,3,0.679,1.859,8,11,19,59.8340,30.4114,59.8315,30.1532,14.429,16.655,17.286
22,2,0.645,1.888,9,10,19,59.8899,30.4274,59.9334,30.3605,6.114,7.950,8.674
35,11,1.619,1.059,8,8,16,59.9145,30.3551,60.0300,30.2404,14.341,17.748,16.829
48,33,0.992,1.221,9,11,20,59.8388,30.4256,59.7839,30.6265,12.782,17.983,19.939
42,18,1.391,1.026,9,9,18,60.0243,30.3805,59.8471,30.3236,19.959,22.540,22.293
47,23,0.806,1.330,10,6,16,59.9030,30.3149,60.0057,30.2788,11.592,13.598,13.900
25,4,0.720,1.512,7,8,15,59.9464,30.4654,60.0169,30.3130,11.543,14.396,14.309
30,7,0.457,1.406,18,8,2,59.7313,30.4092,59.8718,29.8624,34.340,40.952,45.666
46,23,1.140,0.670,10,5,15,60.0107,30.0032,60.0323,30.2854,15.862,21.033,28.388
71,29,1.082,0.479,10,5,15,59.8719,30.3747,59.9270,30.2815,8.034,11.269,10.891
54,27,0.938,1.336,7,9,16,60.0453,30.7034,59.9251,30.2816,26.998,29.952,30.357
48,26,0.998,0.859,8,7,15,59.8620,30.4740,60.0224,30.3828,18.546,33.960,33.055
35,10,1.331,1.089,8,9,17,59.9223,30.4718,59.9381,30.2395,13.065,15.829,15.990
58,30,1.461,1.127,8,4,12,59.9967,30.1951,60.0739,30.2341,8.852,15.647,15.923
38,16,1.202,1.387,9,9,18,60.0477,30.3559,59.9320,30.3145,13.073,16.281,16.285
52,21,1.827,1.050,11,4,15,59.7929,30.1522,59.9305,30.2428,16.112,25.691,26.514
41,16,1.442,1.237,9,6,15,59.8745,30.4416,60.0046,30.2150,19.197,23.773,24.465
26,4,0.243,1.682,8,8,16,59.9433,30.4794,60.0322,30.2846,14.661,19.502,20.049
47,26,1.237,1.112,9,7,16,60.0585,30.3162,59.9523,30.2963,11.854,13.442,13.256
60,38,0.820,0.737,9,10,19,60.0520,30.4529,59.9267,30.3017,16.272,19.881,20.784
26,4,0.843,1.610,8,5,13,59.9731,30.2712,59.8992,30.4276,11.983,13.612,13.801
59,35,1.082,1.005,9,9,18,60.0097,30.2822,59.8987,30.4170,14.446,16.685,17.390
50,27,1.013,1.067,8,7,15,60.0012,30.3625,59.8970,30.4165,11.976,15.518,15.763
38,14,0.780,0.856,11,6,17,59.8585,30.3255,59.8519,30.2434,4.645,5.996,5.695
30,9,1.102,1.405,9,8,17,59.8483,30.2490,59.9963,30.3387,17.205,20.224,20.631
59,36,1.190,0.997,15,12,3,60.1126,30.4928,59.9334,30.2443,24.239,29.413,28.774
36,14,1.132,0.579,9,8,17,59.8775,30.2743,59.9356,30.4511,11.788,16.316,16.357
38,13,1.579,1.002,9,10,19,59.8668,30.4599,60.0161,30.3205,18.330,20.968,20.756
32,8,1.193,0.896,8,10,18,59.8388,30.3645,59.9637,30.3199,14.109,15.911,16.294
83,38,1.305,0.726,10,9,19,59.8785,30.2728,60.0136,30.3226,15.275,17.868,18.231
40,16,1.381,0.918,8,8,16,60.0639,30.3105,59.9350,30.2837,14.413,16.935,16.826
34,11,0.959,0.947,10,6,16,59.8449,30.3952,59.9278,30.2436,12.511,17.863,18.600
52,31,1.177,0.478,11,8,19,59.8321,30.1560,59.8984,30.4197,16.460,23.618,28.547
73,30,0.996,0.893,8,9,17,59.8255,30.1474,59.9435,30.3255,16.456,19.210,19.056
19,1,0.345,2.850,9,6,15,59.8459,30.3915,59.8763,30.4411,4.361,5.465,5.991
39,15,1.860,1.155,10,8,18,60.0491,30.3373,59.9379,30.4841,14.820,25.444,26.145
40,18,1.224,0.703,7,9,16,60.0247,30.2869,59.9515,30.4976,14.264,18.013,17.997
44,13,1.686,1.127,8,10,18,59.8458,30.3956,59.7529,30.5893,14.977,19.399,18.832
33,9,1.222,1.129,9,8,17,59.8639,30.3741,59.9434,30.2818,10.234,12.587,12.996
23,3,0.775,2.439,10,8,18,60.0329,30.4092,59.9029,30.4821,15.017,27.015,27.740
63,39,1.408,0.700,10,8,18,59.9099,30.4554,60.0069,30.3567,12.094,15.454,15.210
38,16,0.846,1.213,10,8,18,60.0533,30.3643,59.9374,30.2304,14.879,19.511,18.508
28,6,1.258,1.215,15,9,0,59.8900,30.4848,59.9578,30.3008,12.724,15.426,15.767
73,34,0.705,0.775,10,6,16,59.8692,30.4425,59.9828,30.3211,14.330,16.415,16.852
40,15,1.282,0.749,10,8,18,60.0210,30.2480,59.8657,30.3209,17.739,20.603,19.973
72,36,0.966,0.555,8,8,16,59.8575,30.2337,59.9336,30.3001,9.229,10.294,10.809
39,13,0.783,0.941,9,5,14,59.8346,30.3126,59.9886,30.2521,17.444,22.320,21.986
29,7,1.674,1.868,8,10,18,60.0160,30.3927,60.0259,30.6481,14.233,23.347,19.072
35,11,1.158,1.169,10,8,18,59.8300,30.3951,59.9500,30.3026,14.311,16.189,17.174
24,3,0.573,1.555,10,6,16,59.8503,30.1801,59.9536,30.3586,15.199,18.408,18.336
23,3,0.474,1.853,9,9,18,59.8727,30.4419,60.0154,30.3321,16.999,20.383,20.352
37,12,1.252,0.602,7,9,16,59.8607,30.3487,59.9845,30.2615,14.597,20.442,18.051
39,12,0.736,0.913,7,7,14,60.0514,30.3770,59.9255,30.3076,14.515,16.942,17.238
37,14,1.218,1.022,8,8,16,59.8949,30.4729,60.0107,30.2471,17.991,21.845,22.861
42,15,0.924,0.982,11,7,18,59.9495,30.4907,59.8978,30.4151,7.128,11.080,10.748
35,12,0.769,1.072,9,7,16,60.0462,30.4022,59.8995,30.3204,16.943,20.749,19.369
28,6,1.174,1.806,9,9,18,60.0250,30.3207,59.9314,30.3539,10.574,11.094,11.243
51,31,1.160,0.522,7,11,18,59.8559,30.2269,59.9290,30.3335,10.069,11.912,11.069
67,34,0.932,0.944,15,8,23,60.1073,30.5015,60.0032,30.3232,15.230,18.496,19.920
47,27,1.656,1.044,10,8,18,59.8525,30.1898,59.9450,30.3688,14.328,16.809,17.525
74,42,0.884,0.948,10,9,19,59.7404,30.5666,59.9691,30.4333,26.496,39.154,39.770
45,24,1.118,0.900,10,8,18,59.7353,30.6191,59.9054,30.3201,25.238,37.205,38.131
49,26,0.835,1.175,10,7,17,59.9417,30.5007,59.9054,30.2144,16.457,19.208,19.497
26,4,0.612,1.741,8,8,16,60.0343,30.3017,59.8743,30.3288,17.846,20.895,20.626
65,38,1.297,0.757,10,4,14,60.0162,30.4154,59.8878,30.2621,16.630,20.267,20.220
36,11,1.807,1.184,13,8,21,59.8533,30.3339,59.7544,30.5633,16.899,23.730,22.590
49,28,1.373,1.226,12,4,16,59.8884,30.4215,60.0333,30.4218,16.111,29.348,29.192
45,22,1.039,1.263,11,9,20,59.8501,30.4180,59.9521,30.2976,13.183,15.554,15.667
34,10,0.791,1.032,8,9,17,59.9096,30.4739,60.0150,30.3902,12.616,14.955,15.189
29,7,0.499,1.400,10,10,20,59.9488,30.2795,59.8645,30.4108,11.895,15.274,14.242
30,7,1.188,0.970,10,9,19,59.8599,30.4712,59.9970,30.3705,16.252,29.053,27.526
77,37,1.028,0.439,8,11,19,59.8371,30.5010,59.9324,30.3467,13.651,15.639,14.925
32,9,1.072,1.074,8,11,19,59.8512,30.1928,59.9609,30.2992,13.571,17.078,17.377
71,49,0.931,0.803,12,8,20,59.8446,30.2772,59.9078,30.4834,13.481,28.096,17.164
36,11,0.737,0.513,10,9,19,59.8304,30.1618,59.9884,30.2999,19.189,23.613,23.397
32,9,1.203,1.465,9,5,14,59.8434,30.3131,59.9508,30.2981,11.975,13.291,13.895
42,19,1.721,0.755,7,8,15,60.0110,30.4126,60.0326,30.2581,8.912,12.106,11.975
29,7,0.701,1.589,10,9,19,60.0163,30.4054,59.9056,30.3189,13.216,16.037,15.434
55,34,1.364,1.174,7,7,14,59.9485,30.5608,59.9865,30.2905,15.628,20.738,21.069
45,20,1.648,0.605,12,12,0,60.0396,30.3355,59.9420,30.2817,11.249,14.626,13.440
33,10,0.818,1.495,14,9,23,59.8365,30.3798,59.9882,30.2966,17.490,20.217,19.648
67,33,1.394,0.824,11,7,18,59.9149,30.4554,59.8802,30.9872,29.910,38.842,38.081
21,2,0.660,2.839,10,7,17,60.0490,30.3308,59.9009,30.2722,16.794,19.233,19.892
60,29,1.233,0.954,9,8,17,59.8637,30.4550,59.9388,30.2320,14.979,18.709,18.539
44,24,1.553,0.847,9,6,15,59.9860,30.2951,59.8526,30.3548,15.202,17.335,18.747
37,13,0.741,0.971,10,9,19,59.9260,30.3351,59.9476,30.5820,13.965,15.936,15.627
59,27,1.113,0.859,8,7,15,60.0309,30.2345,59.9332,30.3600,12.917,15.158,15.276
34,11,1.594,1.401,8,11,19,59.8364,30.3941,60.0704,30.3310,26.255,42.451,41.940
32,8,0.585,0.918,14,7,21,59.8392,30.3493,59.9939,30.4318,17.809,38.077,34.703
34,10,1.409,0.861,9,9,18,60.0785,30.3243,59.9131,30.3176,18.402,20.788,21.386
45,19,1.032,0.678,15,5,20,59.9719,30.4032,60.0539,30.3773,9.231,11.769,13.517
46,22,1.307,0.929,9,10,19,59.9627,30.3245,59.9500,30.4957,9.637,11.358,11.564
44,18,1.323,1.005,10,9,19,59.9475,30.2503,60.0566,30.3693,13.817,18.236,19.339
26,4,0.457,1.059,10,7,17,59.9291,30.4595,60.0329,30.2599,16.021,21.914,21.791
44,20,0.982,0.811,8,5,13,59.8578,30.1867,59.9261,30.3885,13.575,16.823,16.901
42,17,1.974,1.095,11,6,17,59.9534,30.4895,59.9461,30.2340,14.249,17.508,16.966
47,23,0.885,0.923,7,8,15,59.9060,30.4595,60.0502,30.3528,17.092,29.771,32.053
30,7,1.009,1.733,7,5,12,59.8508,30.3317,59.7186,30.4099,15.340,17.012,16.912
68,41,0.825,0.747,10,12,22,59.8730,30.3709,60.0140,30.3309,15.836,18.262,18.177
48,26,1.280,1.035,8,4,12,59.8300,30.0855,59.9085,30.2998,14.809,23.913,23.009
61,29,1.082,0.650,9,10,19,59.9183,30.3198,59.8355,30.3409,9.283,10.061,9.984
47,19,1.004,1.266,11,7,18,60.0530,30.3670,59.9279,30.3199,14.155,16.523,16.872
89,33,1.068,0.594,10,9,19,59.9904,30.6476,60.0357,30.4120,14.028,23.909,32.231
74,43,0.840,0.825,8,8,16,59.8580,30.2339,59.9383,30.4138,13.431,16.378,16.891
60,34,1.225,0.570,10,9,19,59.9306,30.2914,59.8976,30.4212,8.114,11.015,10.683
37,15,0.970,1.215,10,6,16,60.0282,30.3715,59.9276,30.3062,11.760,14.748,14.641
70,26,1.354,0.991,10,5,15,59.7734,30.1456,59.9349,30.2862,19.595,24.826,25.420
22,2,0.735,2.189,9,9,18,60.0485,30.3877,59.9432,30.3562,11.847,14.578,13.695
27,5,0.865,1.232,10,12,22,60.1076,30.4971,60.0434,30.3383,11.339,15.424,15.802
39,14,1.399,0.797,12,5,17,59.8937,30.2662,60.0345,30.2828,15.678,20.318,19.698
79,43,0.848,0.418,8,6,14,60.0402,30.4057,59.9327,30.3558,12.271,15.387,14.706
42,19,1.090,1.090,10,9,19,59.8799,30.4626,59.9379,30.2603,12.991,16.361,15.979
38,15,1.119,0.817,13,7,20,59.9415,30.3423,59.8980,30.4216,6.554,7.950,8.194
39,17,1.198,1.100,9,8,17,59.9424,30.3880,59.8615,30.2347,12.401,14.319,14.875
24,3,0.847,2.177,8,7,15,59.8591,30.1968,59.9293,30.3482,11.499,14.812,13.724
36,12,1.005,0.935,9,10,19,60.0900,29.9535,60.0732,30.3681,23.070,33.943,34.283
49,23,1.524,0.683,7,7,14,60.0051,30.2468,60.1115,30.4888,17.892,33.018,33.562
55,31,0.898,0.736,10,11,21,59.8407,30.2080,59.7245,30.0551,15.503,16.404,16.357
52,28,1.112,0.649,11,9,20,60.0564,30.4695,59.9337,30.3133,16.167,19.614,20.763
18,0,0.479,3.320,7,8,15,59.8257,30.1587,60.0162,30.2299,21.544,30.120,29.796
58,29,1.246,1.017,10,8,18,59.8629,30.3141,59.9533,30.4242,11.782,14.268,14.119
62,39,1.344,0.663,9,8,17,59.8552,30.3827,59.9374,30.2870,10.586,12.994,13.650
45,23,1.504,1.114,9,9,18,59.9195,30.4849,59.9979,30.3360,12.028,15.353,15.129
19,1,0.600,3.360,13,6,19,60.0330,30.3512,59.8881,30.4172,16.519,20.671,20.622
43,18,0.804,1.053,9,10,19,59.9159,30.3564,60.0339,30.4158,13.534,16.613,16.868
36,16,2.024,0.481,10,6,16,59.7253,30.3995,59.9312,30.3589,23.007,24.012,24.040
47,24,1.232,0.612,9,9,18,60.0063,30.4334,59.8987,30.5127,12.760,21.762,21.581
84,35,1.075,0.565,8,9,17,59.8525,30.3696,59.8804,30.9897,34.751,41.912,41.489
37,12,1.415,1.252,13,11,0,60.0527,30.3600,59.9384,30.2882,13.321,16.512,16.220
25,3,0.881,1.018,10,12,22,60.0753,30.3184,59.8642,30.4079,23.992,38.765,39.484
63,29,1.956,0.938,8,4,12,59.9327,30.2982,59.8802,30.3867,7.643,10.846,11.178
66,39,1.253,0.850,10,6,16,59.9947,30.3136,59.8636,30.4077,15.493,19.453,18.891
63,40,1.693,0.857,9,7,16,59.8551,30.2966,60.0087,30.3564,17.408,22.100,20.032
44,25,1.821,0.870,8,12,20,59.9632,30.4314,60.0164,30.2300,12.666,14.667,14.846
34,9,1.221,1.109,9,8,17,59.8607,30.1988,59.9892,30.2559,14.636,22.477,22.346
75,38,0.983,0.626,8,8,16,59.7199,30.0845,59.9526,30.3015,28.576,33.000,34.453
27,5,0.633,1.707,8,7,15,59.8492,30.4149,59.5702,30.1244,35.037,41.007,43.013
29,6,0.871,1.215,8,6,14,59.9643,30.2908,59.8293,30.2924,15.012,16.936,17.062
72,39,1.331,0.501,9,7,16,60.0334,30.3852,59.8513,30.3143,20.629,23.577,23.080
53,30,1.547,0.751,10,10,20,60.0263,30.6338,59.9594,30.3048,19.752,23.918,23.639
22,2,0.465,1.646,9,7,16,59.8357,30.3879,59.9953,30.1991,20.628,26.848,26.664
78,53,1.044,0.838,18,8,2,59.8409,30.4167,59.9722,30.3451,15.141,17.033,17.160
55,30,1.066,1.158,11,6,17,59.8357,30.4102,59.9231,30.2951,11.656,14.554,14.325
28,6,1.061,1.651,8,10,18,60.0328,30.3415,59.9044,30.2171,15.867,21.097,21.698
47,17,1.166,0.455,8,8,16,59.9981,30.2130,59.8947,30.3243,13.061,18.467,18.511
28,6,1.190,1.533,10,12,22,59.9975,30.2126,60.0118,30.3259,6.500,8.854,8.938
58,33,1.457,1.119,11,11,22,59.9500,30.5600,59.9393,30.2829,15.474,17.804,18.222
41,14,0.879,1.068,9,8,17,60.0227,30.3983,59.9347,30.3043,11.097,13.895,14.348
49,29,0.651,0.766,8,6,14,59.8483,30.2029,59.9424,30.2833,11.385,13.572,14.133
52,30,0.787,0.965,11,9,20,59.8582,30.4761,60.0119,30.3253,19.040,31.618,31.671
18,1,0.614,2.689,7,6,13,59.8720,30.3240,60.0083,30.3538,15.246,17.383,17.535
54,32,1.270,0.811,8,11,19,60.0136,30.2487,59.7280,30.0844,33.056,42.155,41.729
52,27,1.035,0.712,8,8,16,59.8088,30.3704,60.0176,30.3215,23.381,41.401,42.249
45,15,1.236,0.824,10,5,15,59.9994,30.2498,59.7182,30.4000,32.363,42.136,42.454
48,28,1.607,0.977,19,5,0,60.0268,30.6326,59.9373,30.3240,19.843,23.290,22.749
30,7,1.103,1.670,9,12,21,59.7495,30.5787,59.9431,30.3556,24.868,29.275,32.111
49,24,1.519,0.975,11,9,20,59.9509,30.2293,60.0354,30.4227,14.279,17.901,18.875
28,7,1.136,1.689,11,8,19,59.9891,30.6497,59.9863,30.3004,19.428,27.352,33.864
75,39,1.410,0.771,12,10,22,59.8495,30.3917,59.9887,30.3330,15.828,17.510,17.841
19,1,0.536,2.533,10,6,16,60.0562,30.3205,59.9316,30.3063,13.879,16.553,16.442
67,38,1.168,0.500,8,8,16,59.8371,30.4965,59.9299,30.2988,15.111,18.727,17.865
45,21,1.226,1.409,19,9,4,59.7218,30.4223,59.8588,30.3276,16.124,18.068,17.833
32,9,1.432,0.802,9,10,19,59.9841,30.3348,59.7430,30.0764,30.447,36.266,35.626
22,2,0.626,1.892,11,10,21,59.7365,30.3998,59.8535,30.3317,13.551,15.170,15.151
62,31,1.166,0.437,11,7,18,59.8712,29.8675,60.0693,30.3349,34.082,69.453,70.937
53,29,1.571,1.125,10,5,15,59.8349,30.3507,59.9550,30.3593,13.363,15.089,15.132
68,35,0.894,0.741,11,9,20,60.0136,30.2830,60.1077,30.4899,15.527,20.902,20.586
32,9,1.558,1.324,10,10,20,59.8361,30.3984,59.8531,30.1881,11.898,14.196,13.724
63,16,0.977,0.990,8,7,15,59.9630,30.3250,59.9236,30.3061,4.506,5.775,5.803
45,18,1.375,1.209,9,7,16,60.0464,30.3856,59.9306,30.3334,13.203,15.475,15.312
25,4,0.492,1.385,9,8,17,59.8996,29.8147,59.9991,29.7726,11.313,29.631,30.809
65,33,1.959,0.928,9,7,16,59.7802,30.1042,59.8728,30.3827,18.663,23.961,24.132
33,11,0.764,0.702,9,7,16,59.8493,30.2636,59.9595,30.3573,13.322,16.193,15.667
40,14,1.175,0.919,11,8,19,59.8272,30.1621,60.0297,30.3222,24.228,28.914,29.842
